Name of Survey,Title,Doses,Subject,Text,Input type,Input type 2,Minimum,Maximum,Media,Items,ImageFramed,Timeout,ShowButtons,Answer,Notes or questions,Variable name,Conditions,Input Name (if you want to save it),CanBeFavorited
BBSIQ,General Interpretation Scale,All,HD_Biweekly,"You go into a shop, and the assistant ignores you. Why? \n\nThey are concentrating very hard on something else.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,All,HD_Biweekly,"You go into a shop, and the assistant ignores you. Why? \n\nThey find you irritating and resent your presence.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,All,HD_Biweekly,You feel light-headed and weak. Why? \n\nYou are about to faint.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,All,HD_Biweekly,You feel light-headed and weak. Why? \n\nYou need to get something to eat.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,All,HD_Biweekly,You feel light-headed and weak. Why? \n\nYou didn't get enough sleep last night.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,All,HD_Biweekly,You smell smoke. What's burning? \n\nYour house is on fire.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,All,HD_Biweekly,You feel light-headed and weak. Why? \n\nSome food is burning.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,All,HD_Biweekly,You feel light-headed and weak. Why? \n\nSomeone is smoking a cigarette.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,All,HD_Biweekly,"A friend suggests that you change the way you're doing a job in your house. Why? \n\nThey are trying to be helpful.
They are trying to be helpful.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,All,HD_Biweekly,A friend suggests that you change the way you're doing a job in your house. Why? \n\nThey think you're incompetent.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,All,HD_Biweekly,A friend suggests that you change the way you're doing a job in your house. Why? \n\nThey have done the job more often and know an easier way.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,All,HD_Biweekly,Your chest feels uncomfortable and tight. Why? \n\nYou have indigestion.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,All,HD_Biweekly,Your chest feels uncomfortable and tight. Why? \n\nYou have a sore muscle.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,All,HD_Biweekly,Your chest feels uncomfortable and tight. Why? \n\nSomething is wrong with your heart.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,All,HD_Biweekly,"You wake up with a jolt in the middle of the night, thinking you heard a noise, but all is quiet. Why woke you up? \n\nYou were woken by a dream.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,All,HD_Biweekly,"You wake up with a jolt in the middle of the night, thinking you heard a noise, but all is quiet. Why woke you up? \n\nA burgler broke into your house.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,All,HD_Biweekly,"You wake up with a jolt in the middle of the night, thinking you heard a noise, but all is quiet. Why woke you up? \n\nA door or window rattled in the wind.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,All,HD_Biweekly,You are introduced to someone at a party. The person fails to reply to a question you ask. Why? \n\nThey did not hear the question.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,All,HD_Biweekly,You are introduced to someone at a party. The person fails to reply to a question you ask. Why? \n\nThey think you are uninteresting and boring.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,All,HD_Biweekly,You are introduced to someone at a party. The person fails to reply to a question you ask. Why? \n\nThey were preoccupied with something else at the time.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,All,HD_Biweekly,You notice that your heart is beating quickly and pounding. Why? \n\nBecause you have been physically active.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,All,HD_Biweekly,You notice that your heart is beating quickly and pounding. Why? \n\nBecause there is something wrong with your heart.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,All,HD_Biweekly,You notice that your heart is beating quickly and pounding. Why? \n\nBecause you are feeling really excited.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,All,HD_Biweekly,"Suddenly, you feel confused and find it hard to think straight. Why? \n\nYou are going out of your mind.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,All,HD_Biweekly,"Suddenly, you feel confused and find it hard to think straight. Why? \n\nYou are coming down with a cold.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,All,HD_Biweekly,"Suddenly, you feel confused and find it hard to think straight. Why? \n\nYou've been working too hard and need a rest.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,All,HD_Biweekly,"A letter marked ""URGENT"" arrives. What is in the letter? \n\nIt is junk mail designed to attract your attention.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,All,HD_Biweekly,"A letter marked ""URGENT"" arrives. What is in the letter? \n\nYou forgot to pay a bill.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,All,HD_Biweekly,"A letter marked ""URGENT"" arrives. What is in the letter? \n\nIt is news that someone you know has died or is seriously ill.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,All,HD_Biweekly,"You notice your heart is pounding, and you feel breathless, dizzy, and unreal. Why? \n\nYou have been overdoing it and are overtired.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,All,HD_Biweekly,"You notice your heart is pounding, and you feel breathless, dizzy, and unreal. Why? \n\nSomething you ate disagreed with you.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,All,HD_Biweekly,"You notice your heart is pounding, and you feel breathless, dizzy, and unreal. Why? \n\nYou are dangerously ill or going mad.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
NeuroQOLSF-Anxiety,Anxiety Scale I,All,HD_Biweekly,Instructions: Please complete the survey below regarding your feelings in the past week.,,,,,,,,,,,,,,,
NeuroQOLSF-Anxiety,Anxiety Scale I,All,HD_Biweekly,"In the past 7 days, I felt uneasy",Buttons,,,,,0::Never; 1::Rarely; 2::Sometimes; 3::Often; 4::Always; 99::Prefer not to answer,,,,,,,,,
NeuroQOLSF-Anxiety,Anxiety Scale I,All,HD_Biweekly,"In the past 7 days, I felt nervous",Buttons,,,,,0::Never; 1::Rarely; 2::Sometimes; 3::Often; 4::Always; 99::Prefer not to answer,,,,,,,,,
NeuroQOLSF-Anxiety,Anxiety Scale I,All,HD_Biweekly,"In the past 7 days, many situations made me worry",Buttons,,,,,0::Never; 1::Rarely; 2::Sometimes; 3::Often; 4::Always; 99::Prefer not to answer,,,,,,,,,
NeuroQOLSF-Anxiety,Anxiety Scale I,All,HD_Biweekly,"In the past 7 days, my worries overwhelmed me",Buttons,,,,,0::Never; 1::Rarely; 2::Sometimes; 3::Often; 4::Always; 99::Prefer not to answer,,,,,,,,,
NeuroQOLSF-Anxiety,Anxiety Scale I,All,HD_Biweekly,"In the past 7 days, I felt tense",Buttons,,,,,0::Never; 1::Rarely; 2::Sometimes; 3::Often; 4::Always; 99::Prefer not to answer,,,,,,,,,
NeuroQOLSF-Anxiety,Anxiety Scale I,All,HD_Biweekly,"In the past 7 days, I had difficulty calming down",Buttons,,,,,0::Never; 1::Rarely; 2::Sometimes; 3::Often; 4::Always; 99::Prefer not to answer,,,,,,,,,
NeuroQOLSF-Anxiety,Anxiety Scale I,All,HD_Biweekly,"In the past 7 days, I had sudden feelings of panic",Buttons,,,,,0::Never; 1::Rarely; 2::Sometimes; 3::Often; 4::Always; 99::Prefer not to answer,,,,,,,,,
NeuroQOLSF-Anxiety,Anxiety Scale I,All,HD_Biweekly,"In the past 7 days, I felt nervous when my normal routine was disturbed",Buttons,,,,,0::Never; 1::Rarely; 2::Sometimes; 3::Often; 4::Always; 99::Prefer not to answer,,,,,,,,,
Parkinson's Anxiety Scale,Anxiety Scale II,All,HD_Biweekly,"Please mark one circle for each item below.
In the past four weeks, to what extent did you experience the
following symptoms?",,,,,,,,,,,,,,,
Parkinson's Anxiety Scale,Anxiety Scale II,All,HD_Biweekly,"In the past four weeks, to what extent did you experience the following symptoms? \n\nFeeling anxious or nervous",Buttons,,,,,"0::Not at all, or never; 1::Very mild, or rarely; 2::Mild, or sometimes; 3::Moderate, or often; 4::Severe or (nearly) always; 99::Prefer not to answer",,,,,,,,,
Parkinson's Anxiety Scale,Anxiety Scale II,All,HD_Biweekly,"In the past four weeks, to what extent did you experience the following symptoms? \n\nFeeling tense or stressed",Buttons,,,,,"0::Not at all, or never; 1::Very mild, or rarely; 2::Mild, or sometimes; 3::Moderate, or often; 4::Severe or (nearly) always; 99::Prefer not to answer",,,,,,,,,
Parkinson's Anxiety Scale,Anxiety Scale II,All,HD_Biweekly,"In the past four weeks, to what extent did you experience the following symptoms? \n\nBeing unable to relax",Buttons,,,,,"0::Not at all, or never; 1::Very mild, or rarely; 2::Mild, or sometimes; 3::Moderate, or often; 4::Severe or (nearly) always; 99::Prefer not to answer",,,,,,,,,
Parkinson's Anxiety Scale,Anxiety Scale II,All,HD_Biweekly,"In the past four weeks, to what extent did you experience the following symptoms? \n\nExcessive worrying about everyday matters",Buttons,,,,,"0::Not at all, or never; 1::Very mild, or rarely; 2::Mild, or sometimes; 3::Moderate, or often; 4::Severe or (nearly) always; 99::Prefer not to answer",,,,,,,,,
