Broad Domain 1,Broad Domain 2,Broad Domain 3,Hoos TC Title,Spanish scenario body,Spanish scenario body #2,Spanish comprehension question,Spanish correct response,Spanish incorrect response,Old Spanish photo link,New Spanish photo link,Letters Missing
Vida Familiar y Doméstica,Salud Mental,,Puntos de vista hacia la terapia,Has estado yendo a terapia últimamente. No te lo has contado a tu familia porque han expresado opiniones negativas sobre la terapia en el pasado. Crees que esta vez te apoyarán.,N/A,¿Aceptará tu familia que vayas a terapia?,Si,,https://drive.google.com/file/d/1oOjp17AzniUmJnuYe-gQ8IiWi4W8RJ71/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/therapy.jpg,2
Vida Familiar y Doméstica,,,Desacuerdos con tu hermana,"Tú y tu hermana recientemente tuvieron una discusión, y no se han hablado en semanas. Quieres mucho a tu hermana, pero ambos aún están molestos por lo que el otro dijo la última vez que hablaron. ","Cuando piensas en volver a hablar con tu hermana, no te preocupas por tener otra pelea y crees que eventualmente ustedes dos se reconciliarán",¿Ustedes se reconciliarán eventualmente?,Si,No,https://drive.google.com/file/d/1MrPuOeWOe6yhwEGqHCJmj3SG5bnQbQww/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/roommate_fight.jpg,2
Vida Familiar y Doméstica,Situaciones Sociales,,Apartamento nuevo para ti,Acabas de mudarte a un nuevo apartamento y vives solo por primera vez en mucho tiempo. Tus días son muy tranquilos y a menudo te quedas en casa los fines de semana con muchos menos planes que cuando vivías con gente. Esto se siente como un relajante cambio de ritmo.,,¿Estás aburrido viviendo solo?,No,,https://drive.google.com/file/d/1VlSJxjX6YZt0epDm0HUx0I8HU-2SSjKk/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/apartment_3.jpg,2
Vida Familiar y Doméstica,Situaciones Sociales,,Compañero de cuarto ausente,"Estás visitando a tu hermana en una ciudad diferente por un período prolongado. Tu hermana parece conocer a mucha gente en la zona y siempre está fuera del apartamento, dejándote solo. Piensas que es agradable que no estén en casa a menudo porque prefieres estar solo para relajarte al final del día.",N/A,¿Te molesta la ausencia de tu hermana?,No,,https://drive.google.com/file/d/1pOKjumfIC5ABON2fMxlUDPuMpMP6LjE4/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/homealone.jpg,2
Vida Familiar y Doméstica,Académicos/Trabajo/Desarrollo Profesional,,Persona de apoyo,"Quieres hablar con alguien sobre tus planes para el futuro, pero no quieres hablar con tu familia al respecto. Piensas en otras personas cercanas a tu vida y decides hablar con tu amigo más cercano. Cuando piensas en su reacción, piensas que probablemente serán alentadores.",,¿Te preocupa hablar con tus amigos sobre tus planes para el futuro?,No,,https://drive.google.com/file/d/1qKLzJvu3ftF-gQS35abj99xkrcgmZQX_/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/talking_to_mentor.jpg,2
Vida Familiar y Doméstica,,,Compartir las tradiciones familiares,"Tu familia tiene tradiciones que tus compañeros de trabajo no comparten. Hoy en día en el trabajo, todos están hablando sobre las tradiciones importantes de sus familias. Mientras te preparas para contribuir a la conversación, te sientes entusiasta. ",N/A,¿Tienes miedo de hablar de las tradiciones de tu familia en el trabajo?,No,,https://drive.google.com/file/d/1m14h0vaiWVri5HTTpzwzg2ZP1PlKXyLD/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/groupsharing.jpg,all
Vida Familiar y Doméstica,,,Sonidos por la noche,"Estás solo en casa y es de noche. Escuchas un ruido fuerte afuera. Piensas en qué podría ser, y crees que son tus vecinos.",N/A,¿Deberías preocuparte por el ruido fuerte?,No,,https://drive.google.com/file/d/1bKVpQyIiNjcuRjuOIeMS22QHrXDyOtVu/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/aloneatnight.jpg,all
Vida Familiar y Doméstica,Situaciones Sociales,,Consejos de padres,"Decides visitar a tu familia en un fin de semana largo. Al hablar con tus padres, te dan un consejo con el que no estás de acuerdo, pero temes expresar tu opinión y decir algo. Piensas que si les dices que no estás de acuerdo, se sentirán decepcionados contigo.",Te das cuenta de que tus padres valoran tu opinión y te dieron ese consejo porque querían ayudarte. Sientes que podrás decirles que no estás de acuerdo y que respetarán tu opinión.,¿Tus padres se molestarán por tu desacuerdo con el consejo?,No,,https://drive.google.com/file/d/1snKwCvaFpmFar-Wydym8EXtuu-3TxAI6/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/disagreement_1.jpg,all
Vida Familiar y Doméstica,,,Creencias diferentes,"Tú y tu familia extendida tienen creencias políticas y religiosas muy diferentes. Haces un esfuerzo considerable para tener una buena relación con tu familia, pero desacuerdos en una reunión reciente causaron cierta tensión. Con el tiempo, piensas que tu familia se volverá distante.",N/A,Crees que eventualmente tu familia:,Decidirá que simplemente preferirían no verse.,Pondrá respetuosamente de lado sus diferencias para pasar tiempo juntos.,https://drive.google.com/file/d/1V9enBLw4iWozyu0nY4pNLSUJ4-RiRp_s/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/disagreementfamily.jpg,all
Vida Familiar y Doméstica,Salud Mental,,Ir a terapia,Has estado yendo a terapia últimamente. No te lo has contado a tu familia porque han expresado opiniones negativas sobre la terapia en el pasado. Crees que esta vez te apoyarán.,N/A,¿Aceptará tu familia que vayas a terapia?,Si,,https://drive.google.com/file/d/1oOjp17AzniUmJnuYe-gQ8IiWi4W8RJ71/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/therapy.jpg,all
Vida Familiar y Doméstica,Relaciones Románticas,Situaciones Sociales,Planes de vacaciones,"Tus suegros te han invitado a unirte a ellos para los días festivos. Estás emocionado de pasar tiempo con la familia de tu pareja, pero te preocupa que tus propios padres se sientan decepcionados de no estar con ellos. Cuando piensas en decirles a tus padres que te gustaría pasar los días festivos con tu pareja, crees que serán comprensivos. ",N/A,Es probable que tus padres piensen que...,Solo estás emocionado de pasar los días festivos con tu pareja y no lo tomarán como algo personal.,A ti no te importan o que no quieres verlos.,https://drive.google.com/file/d/1KbeTT5hK7TLxBUVg38Kcs6Sq1jNtXzD5/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/gettogether.jpg,all
Vida Familiar y Doméstica,Situaciones Sociales,,Reconciliándote con tu amigo,"Unos días después de un pleito con tu amigo, decides romper el hielo y le propones que vayan a tomar un café. Te alistas y cuando estás por irte, te llaman para decirte que después de todo no pueden llegar. Cuando cuelgas, piensas que cancelaron debido a que están cansados. ",N/A,¿Tu amigo canceló la reunion porque están...,Cansados de una semana ocupada.,Enojados con tí.,https://drive.google.com/file/d/1LZnhgjX_Ooy4zJ7r99Iydqi6bvIOcszd/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/call_1.jpg,all
Vida Familiar y Doméstica,Salud Física,,Salud y envejecimiento,Visitas a un amigo de la infancia durante las vacaciones y notas que está envejeciendo. Te preguntas cómo será su salud en el futuro. Cree que su salud probablemente será buena.,,Tu amigo probablemente ...,Manténgase saludable en el futuro.,Enferme más en el futuro.,https://drive.google.com/file/d/1WQ98TKdbZ08AjbW2rG-0WPXkWDfK2eYl/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/older_1.jpg,all
Vida Familiar y Doméstica,,,Pasando tiempo con familia,"Estás yendo a ver a tu familia para unas vacaciones. Disfrutas de ver a tu familia, pero recientemente ha sido más difícil salir a verlos.","Cuando imaginas la cantidad de tiempo que pasarás con tus familiares en los próximos años, no estás preocupado de que tu relación se deteriore, y crees que tu familia se mantendrá conectada.",¿Te preocupa que tu familia pierda el contacto?,No,Si,https://drive.google.com/file/d/1KbeTT5hK7TLxBUVg38Kcs6Sq1jNtXzD5/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/gettogether.jpg,all
Vida Familiar y Doméstica,,,Decisiones de viaje,"Estás considerando varias opciones para donde ir de vacaciones. Solo tienes un poco de información sobre cada destino potencial antes de tomar tu decisión. Cuando decides, te sientes satisfecho.",N/A,¿Estás contento con tu decisión sobre dónde ir de vacaciones?,Si,,https://drive.google.com/file/d/1m7hh0KAbEypRGlvsWor7NXW3kZ2Bmlem/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/spring.jpg,all
Vida Familiar y Doméstica,,,Haciendo una buena impresión,"Nunca has conocido a los colegas de tu pareja. Acaba de decirte que sus colegas te han invitado a cenar esta noche, y tu pareja menciona que pueden ser críticas. Cuando piensas en conocer a sus colegas, tu ansiedad es tolerable.  ",,¿Eres capaz de tolerar tu ansiedad?,Sí,,https://drive.google.com/file/d/1vJoHo-PAZH_4RraK8mdfEZStKeJTXdp3/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/mentor_talks.jpg,all
Vida Familiar y Doméstica,,,Desacuerdos con tu hermana,"Tú y tu hermana recientemente tuvieron una discusión, y no se han hablado en semanas. Quieres mucho a tu hermana, pero ambos aún están molestos por lo que el otro dijo la última vez que hablaron. Al pensar en volver a hablar con tu hermana, crees que ambos se distanciarán.",N/A,Te imaginas qu ela próxima conversación con tu hermana será...,Una pelea a gritos que termina con ambos todavía molestos.,Un agradable regreso a cómo eran las cosas antes de la discusión.,https://drive.google.com/file/d/1MrPuOeWOe6yhwEGqHCJmj3SG5bnQbQww/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/roommate_fight.jpg,all
Vida Familiar y Doméstica,Salud Física,,Visitar a una familia anciana,Vuelves a casa de tus padres durante las vacaciones y notas que tu madre parece frágil. Te preguntas sobre su salud y si está enferma. Cree que su salud probablemente será buena.,N/A,¿La salud de tu madre va a empeorar rápidamente?,No,,https://drive.google.com/file/d/1Gq9Sn1-xMI1EWDLSKgwCVl-6URaJ2yiG/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/grandma.jpg,all
Vida Familiar y Doméstica,Salud Mental,,Tu primer hijo,"Acabas de tener tu primer hijo. Quieres tener una buena relación durante toda la vida de tu hijo, pero te preocupa cometer errores como padre.","Cuando su hijo sea adulto, no crees que se resentirá con tigo y crees que la relación será sólida.",¿Crees que tu relación con tu hijo será distante cuando tu hijo sea adulto?,No,Si,https://drive.google.com/file/d/1jHnVJt6AMYU6KRQP6IKFjUXh3Cp1J9b0/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/baby.jpg,all
Vida Familiar y Doméstica,Situaciones Sociales,,Presentando a tus amigos,Invitaste a tu cónyuge a encontrarse con tus amigos del trabajo esta noche. Sabes que a menudo pueden contar historias vergonzosas sobre ti a otras personas. Piensas en lo que van a hacer esta noche y te sientes tranquilo.,,¿Estás preocupado por lo que dirá tu cónyuge esta noche?,No,,https://drive.google.com/file/d/1jGKwLrtXqcIGGrJzcL9eRsCy8D-KQGvl/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/dinnerconversation.jpg,all
Vida Familiar y Doméstica,Finanzas,Situaciones Sociales,Inicio Presentaciones,"Notas que tu casa no es como la de tus compañeros. Tu mejor amigo nunca ha estado en tu casa, pero quiere venir a cenar una noche. Crees que tu reacción hacia tu hogar será respetuosa.",,¿Tus amigos juzgarán tu casa?,No,,https://drive.google.com/file/d/1VCybtiOeMs0Sxk93nEyA51k4mVoIITAu/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/messyapartment.jpg,all
Vida Familiar y Doméstica,Situaciones Sociales,,Compañero de cuarto ausente,"Estás visitando a tu hermana en una ciudad diferente por un período prolongado. Tu hermana parece conocer a mucha gente en la zona y siempre está fuera del apartamento, dejándote solo. Piensas que es agradable que no estén en casa a menudo porque prefieres estar solo para relajarte al final del día.",N/A,¿Te molesta la ausencia de tu hermana?,No,,https://drive.google.com/file/d/1pOKjumfIC5ABON2fMxlUDPuMpMP6LjE4/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/homealone.jpg,all
Vida Familiar y Doméstica,Situaciones Sociales,,Cena en una casa de amigos,"Tu familia no hace cenas sentadas juntas. Tu amiga te invita a unirte a su familia para la cena, y cuando llegues, todos se sientan a la mesa y comienzan a hacer preguntas sobre los días del otro. Cuando es tu turno, no estás seguro de cómo responder, pero después de decir algo, te sientes tranquilo. ",,¿Eres capaz de mantener la calma aunque no sepas qué decir?,Sí,,https://drive.google.com/file/d/18ON-daCCgtQApC9SVxzPUIsZEHK2kZJK/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/dinneralone.jpg,all
Vida Familiar y Doméstica,Salud Mental,,Hablando sobre vivienda,"Estás pasando tiempo con un nuevo grupo de personas y todos están hablando de sus situaciones de vivienda. Quieres participar, pero aún estás buscando un lugar para establecerte y sientes que estás atrasando en experiencias de vida. Piensas que todavía tienes mucho tiempo.",N/A,¿Resolverás lo de la vivienda?,Si,,https://drive.google.com/file/d/13C46DCNwa01dfLqreKVRIq8Gnv03aKQI/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/friends.jpg,all
Vida Familiar y Doméstica,Finanzas,,Sintiéndote preocupado por las noticias,"Esta mañana, tu pareja está viendo las noticias y escuchas que muchas empresas están reduciendo personal. Piensas en qué sucederá si tu pareja pierde su trabajo. Te sientes asustado.",Notas que tu pareja no parece molesto al escuchar las noticias. Piensas que todo estará bien.,¿Deberías empezar a preocuparte por el trabajo de tu pareja?,No,,https://drive.google.com/file/d/16KZJVDZijOiPKkJwZWdRQfE4gNhwBtU-/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/news3.jpg,all
Vida Familiar y Doméstica,Académicos/Trabajo/Desarrollo Profesional,,Emoción prospectiva,"Te gustarías tomarte un tiempo libre para viajar después de un año largo y estresante. Tu familia espera que trabajes más horas para ayudar con las finanzas y no quieres decepcionarlos. Al considerar tus planes para fin de año, te sientes emocionado.",,¿Estás ansioso por tus planes para fin de año?,No,,https://drive.google.com/file/d/1-ZaRhY6rkkEMRjIZb6GczmTpynme4Zhc/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/airport.jpg,all
Vida Familiar y Doméstica,Finanzas,,Mantener a la familia,"Quieres que tu familia tenga buenas oportunidades educativas. Tú quieres que tus hijos puedan asistir a buenas universidades, pero comprendas que esto tiene un precio alto.","Cuando piensas en tus hijos, no crees que perderán oportunidades educativas por falta de dinero y crees que apoyar su educación universitaria será asequible.",¿Crees que tendrás suficiente dinero para pagar los gastos universitarios de tus hijos?,Si,No,https://drive.google.com/file/d/1SLIlpEwAlYywGSOzmfcgtN7_OZG7Kwcb/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/university.jpg,all
